0.14	4.03
0.19	4.28
0.24	4.08
0.29	4.72
0.34	4.98
0.39	5.32
0.44	5.23
0.49	5.56
0.54	5.35
0.59	5.21
0.64	5.33
0.69	5.26
0.74	5.24
0.79	5.23
0.84	5.12
0.89	4.89
0.94	5
0.99	4.88
1.04	5.05
1.14	4.91
1.19	4.74
1.24	4.73
1.29	5.04
1.34	4.84
1.39	4.95
1.44	5.05
1.49	4.9
1.59	4.85
1.64	4.87
1.69	4.69
1.74	4.37
1.79	4.44
1.84	4.53
1.89	4.46
1.94	4.57
1.99	4.22
2.04	4.29
2.09	4.4
2.14	4.46
2.19	3.79
2.24	3.85
2.34	4.27
2.39	4.71
2.44	4.57
2.49	5.25
2.54	5.41
2.62	5.21
2.67	4.95
2.72	5.11
2.77	5.11
2.82	5.16
2.87	5
2.92	4.99
2.97	5.09
3.02	5.09
3.07	4.92
3.12	5.05
3.17	5.13
3.22	4.83
3.27	4.95
3.32	4.87
3.37	4.97
3.42	4.73
3.47	4.93
3.52	4.99
3.57	4.32
3.62	4.75
3.67	4.84
3.72	4.55
3.77	4.01
3.82	4.15
3.87	4.13
3.92	4.2
3.97	4.38
4.02	4.57
4.05	4.23
4.12	4.88
4.17	4.97
4.22	5.02
4.28	5.04
4.32	4.49
4.37	4.46
4.42	4.66
4.47	4.35
4.52	5.28
4.57	5.08
4.62	5.06
4.72	5.23
4.77	5.11
4.82	5.14
4.92	5.23
4.97	5.07
5.02	4.89
5.07	5.12
5.12	4.79
5.17	4.58
5.22	4.33
5.27	4.75
5.32	4.98
5.37	4.8
5.42	4.64
5.47	4.54
5.5	4.47
5.63	4.12
5.67	3.96
5.73	3.99
5.77	3.95
5.83	3.94
5.87	4.49
5.97	4.34
6.03	4.48
6.08	4.57
6.13	5.24
6.17	5.05
6.23	5.13
6.27	5.08
6.33	4.89
6.37	4.83
6.43	4.84
6.47	4.94
6.53	4.89
6.57	4.79
6.63	4.46
6.67	4.82
6.73	4.83
6.77	4.63
6.83	4.56
6.87	4.58
6.93	4.59
6.97	4.37
7.01	4.62
7.07	4.23
7.16	4.08
7.21	4.26
7.26	3.6
7.31	4.04
7.36	4.16
7.41	4.49
7.46	4.78
7.51	4.91
7.56	5.06
7.61	4.93
7.66	5.41
7.71	5.52
7.76	5.5
7.86	5.58
7.96	5.09
8.01	5.38
8.11	5.25
8.16	5.11
8.21	5.1
8.26	5.06
8.31	5.06
8.36	5.17
8.41	4.95
8.46	4.94
8.51	4.92
8.56	4.9
8.61	4.91
8.66	4.79
8.71	4.82
8.76	4.54
8.81	4.48
8.86	4.67
8.91	4.39
9.01	4.02
9.06	4.54
9.11	4.07
9.21	4.73
9.26	4.66
9.31	4.81
9.36	4.39
9.41	4.44
9.46	4.24
9.56	4.47
9.61	4.82
9.66	4.48
9.71	4.7
9.76	4.79
9.81	4.75
9.86	4.64
9.91	4.72
10.07	4.37
10.12	4.22
10.17	4.33
10.22	3.98
10.27	3.99
10.32	4.2
10.37	4.25
10.42	4.67
10.47	4.1
10.52	4.42
10.57	4.31
10.62	4.11
10.67	4.61
10.72	4.32
10.77	4.15
10.82	4.09
10.87	4
10.92	4.28
10.97	4.34
11.02	5.28
11.07	5.4
11.12	5.13
11.17	5.41
11.22	5.12
11.27	5.19
11.37	5.27
11.42	5.12
11.47	5.07
11.51	5.05
11.61	5.16
11.66	5.02
11.71	4.88
11.76	4.78
11.91	4.89
11.96	5.03
12.01	4.9
12.06	4.21
12.11	3.97
12.21	4.34
12.31	4.61
12.41	4.54
12.46	4.88
12.51	5.18
12.56	5.1
12.61	5.05
12.66	4.85
12.71	4.77
12.76	4.59
12.86	4.69
12.91	4.89
12.96	4.72
13.01	4.75
13.16	4.68
13.21	4.73
13.26	4.43
13.31	4.78
13.36	4.14
13.41	3.78
13.46	4.12
13.51	3.9
13.56	4.36
13.61	5.03
13.66	5.02
13.71	4.65
13.76	4.7
13.81	5.02
13.86	5.01
13.91	4.86
13.96	4.4
14.01	4.45
14.06	4.42
14.11	3.86
14.21	4.34
14.26	4.24
14.31	4.24
14.36	4.29
14.41	4.73
14.46	5.02
14.51	5.11
14.56	5.09
14.61	5.02
14.66	4.89
14.71	4.57
14.76	4.84
14.81	4.64
14.86	4.52
15.06	4.38
15.16	4.34
15.21	4.16
15.26	3.94
15.36	3.96
15.41	4.64
15.46	4.82
15.51	4.53
15.56	4.24
15.61	4.39
15.66	4.65
15.71	4.6
15.76	4.07
15.82	4.48
15.86	4.57
15.91	4.65
15.94	4.54
